Year,Country,Temperature,SeaLevel,AgriculturalYield,,
2016,ARG,0.512,89.1,2.64,,
2017,ARG,0.704,89.1,2.66,,
2018,ARG,0.587,89.1,2.68,,
2019,ARG,0.547,89.1,2.7,,
2020,ARG,0.621,89.1,2.73,,
2021,ARG,0.698,89.1,2.74,,
2022,ARG,2.271,89.1,2.77,,
2023,ARG,0.559,89.1,2.79,,
2024,ARG,0.55,89.1,2.81,,
2025,ARG,0.947,89.1,2.83,,
1990,BGD,0.861,89.1,1.71,,
1991,BGD,0.468,89.1,1.78,,
1992,BGD,0.485,89.1,1.8,,
1993,BGD,0.352,89.1,1.84,,
1994,BGD,0.575,89.1,1.7,,
1995,BGD,0.564,89.1,1.78,,
1996,BGD,0.319,89.1,1.86,,
1997,BGD,0.53,89.1,1.84,,
1998,BGD,0.533,89.1,1.97,,
1999,BGD,0.422,89.1,2.15,,
2000,BGD,0.476,89.1,2.32,,
2001,BGD,0.583,89.1,2.28,,
2002,BGD,0.319,89.1,2.34,,
2003,BGD,0.368,89.1,2.42,,
2004,BGD,0.315,89.1,2.36,,
2005,BGD,0.53,89.1,2.51,,
2006,BGD,0.564,89.1,2.53,,
2007,BGD,0.655,89.1,2.56,,
2008,BGD,0.711,89.1,2.8,,
2009,BGD,0.316,89.1,2.79,,
2010,BGD,0.87,89.1,2.88,,
2011,BGD,0.3,89.1,2.94,,
2012,BGD,0.412,89.1,2.95,,
2013,BGD,0.525,89.1,3.01,,
2014,BGD,0.495,89.1,3.04,,
2015,BGD,0.248,89.1,3.04,,
2016,BGD,0.867,89.1,3.07,,
2017,BGD,0.345,89.1,3.1,,
2018,BGD,1.036,89.1,3.13,,
2019,BGD,0.815,89.1,3.16,,
2020,BGD,1,89.1,3.19,,
2021,BGD,0.481,89.1,3.22,,
2022,BGD,0.699,89.1,3.26,,
2023,BGD,0.413,89.1,3.29,,
2024,BGD,0.271,89.1,3.32,,
2025,BGD,0.26,89.1,3.35,,
1990,BGD,0.44,89.1,1.5,,
1991,BGD,0.608,89.1,1.68,,
1992,BGD,0.887,89.1,1.85,,
1993,BGD,0.566,89.1,1.85,,
1994,BGD,0.77,89.1,1.84,,
1995,BGD,0.601,89.1,1.95,,
1996,BGD,0.41,89.1,1.95,,
1997,BGD,0.356,89.1,2.05,,
1998,BGD,0.647,89.1,2.24,,
1999,BGD,0.994,89.1,2.16,,
2000,BGD,0.409,89.1,2.21,,
2001,BGD,0.842,89.1,2.16,,
2002,BGD,0.407,89.1,2.16,,
2003,BGD,0.684,89.1,2.13,,
2004,BGD,0.718,89.1,1.95,,
2005,BGD,0.526,89.1,1.75,,
2006,BGD,0.381,89.1,1.53,,
2007,BGD,0.567,89.1,1.85,,
2008,BGD,1.827,89.1,2.18,,
2009,BGD,0.488,89.1,2.15,,
2010,BGD,0.752,89.1,2.4,,
2011,BGD,0.534,89.1,2.6,,
2012,BGD,1.055,89.1,2.78,,
2013,BGD,0.957,89.1,3.01,,
2014,BGD,0.598,89.1,2.8,,
2015,BGD,0.817,89.1,2.81,,
2016,BGD,0.263,89.1,2.84,,
2017,BGD,0.312,89.1,2.89,,
2018,BGD,0.758,89.1,2.94,,
2019,BGD,0.336,89.1,2.98,,
2020,BGD,0.606,89.1,3.03,,
2021,BGD,0.638,89.1,3.07,,
2022,BGD,0.532,89.1,3.12,,
2023,BGD,0.998,89.1,3.17,,
2024,BGD,0.402,89.1,3.22,,
2025,BGD,0.361,89.1,3.28,,
1990,BRA,1.818,89.1,1.18,,
1991,BRA,0.807,89.1,1.5,,
1992,BRA,0.469,89.1,1.44,,
1993,BRA,0.643,89.1,1.54,,
1994,BRA,0.566,89.1,1.6,,
1995,BRA,0.577,89.1,1.79,,
1996,BRA,0.341,89.1,1.77,,
1997,BRA,0.669,89.1,1.85,,
1998,BRA,0.5,89.1,1.71,,
1999,BRA,0.33,89.1,2.09,,
2000,BRA,0.539,89.1,2.07,,
2001,BRA,1.033,89.1,2.2,,
2002,BRA,0.357,89.1,2.26,,
2003,BRA,1.106,89.1,2.21,,
2004,BRA,0.783,89.1,2.42,,
2005,BRA,0.736,89.1,2.29,,
2006,BRA,1.129,89.1,2.64,,
2007,BRA,0.636,89.1,2.6,,
2008,BRA,0.587,89.1,2.88,,
2009,BRA,0.803,89.1,3,,
2010,BRA,0.608,89.1,2.81,,
2011,BRA,0.492,89.1,3.33,,
2012,BRA,0.429,89.1,3.25,,
2013,BRA,0.603,89.1,3.4,,
2014,BRA,0.642,89.1,3.52,,
2015,BRA,0.809,89.1,3.73,,
2016,BRA,0.327,89.1,3.7,,
2017,BRA,0.434,89.1,3.75,,
2018,BRA,0.302,89.1,3.77,,
2019,BRA,0.366,89.1,3.83,,
2020,BRA,0.346,89.1,3.89,,
2021,BRA,0.429,89.1,3.96,,
2022,BRA,0.673,89.1,3.96,,
2023,BRA,0.513,89.1,4.02,,
2024,BRA,0.338,89.1,4.09,,
2025,BRA,0.56,89.1,4.16,,
1990,BRA,0.53,89.1,1.15,,
1991,BRA,1.043,89.1,1.42,,
1992,BRA,0.413,89.1,1.43,,
1993,BRA,0.425,89.1,1.48,,
1994,BRA,0.669,89.1,1.55,,
1995,BRA,0.61,89.1,1.54,,
1996,BRA,0.647,89.1,1.83,,
1997,BRA,0.305,89.1,1.64,,
1998,BRA,0.27,89.1,1.61,,
1999,BRA,0.568,89.1,1.97,,
2000,BRA,0.791,89.1,1.52,,
2001,BRA,0.63,89.1,1.95,,
2002,BRA,0.464,89.1,1.48,,
2003,BRA,1.593,89.1,2.4,,
2004,BRA,0.466,89.1,2.07,,
2005,BRA,0.55,89.1,1.97,,
2006,BRA,0.531,89.1,1.59,,
2007,BRA,0.477,89.1,2.22,,
2008,BRA,0.39,89.1,2.55,,
2009,BRA,0.413,89.1,2.08,,
2010,BRA,0.523,89.1,2.83,,
2011,BRA,0.364,89.1,2.66,,
2012,BRA,0.341,89.1,2.31,,
2013,BRA,0.799,89.1,2.59,,
2014,BRA,0.451,89.1,2.89,,
2015,BRA,0.509,89.1,2.7,,
2016,BRA,0.561,89.1,2.64,,
2017,BRA,0.467,89.1,2.69,,
2018,BRA,0.684,89.1,2.71,,
2019,BRA,0.329,89.1,2.76,,
2020,BRA,0.328,89.1,2.8,,
2021,BRA,0.343,89.1,2.84,,
2022,BRA,0.424,89.1,2.88,,
2023,BRA,0.398,89.1,2.93,,
2024,BRA,0.485,89.1,2.99,,
2025,BRA,0.427,89.1,3.02,,
1990,CHL,1.202,89.1,2.77,,
1991,CHL,0.386,89.1,2.62,,
1992,CHL,0.42,89.1,2.82,,
1993,CHL,0.398,89.1,3.04,,
1994,CHL,0.352,89.1,2.94,,
1995,CHL,0.384,89.1,2.89,,
1996,CHL,0.589,89.1,3.22,,
1997,CHL,0.508,89.1,2.81,,
1998,CHL,0.477,89.1,2.63,,
1999,CHL,0.311,89.1,2.79,,
2000,CHL,0.372,89.1,3.52,,
2001,CHL,0.321,89.1,3.37,,
2002,CHL,0.262,89.1,3.41,,
2003,CHL,1.001,89.1,3.36,,
2004,CHL,0.56,89.1,3.22,,
2005,CHL,0.799,89.1,3.14,,
2006,CHL,0.67,89.1,3.85,,
2007,CHL,0.698,89.1,3.41,,
2008,CHL,1.39,89.1,3.89,,
2009,CHL,1.443,89.1,3.61,,
2010,CHL,0.438,89.1,2.6,,
2011,CHL,0.588,89.1,3.5,,
2012,CHL,0.584,89.1,4.2,,
2013,CHL,1.083,89.1,4.18,,
2014,CHL,0.323,89.1,4.05,,
2015,CHL,0.533,89.1,4.66,,
2016,CHL,0.34,89.1,4.4,,
2017,CHL,0.665,89.1,4.47,,
2018,CHL,0.52,89.1,4.54,,
2019,CHL,0.575,89.1,4.6,,
2020,CHL,0.595,89.1,4.67,,
2021,CHL,0.708,89.1,4.73,,
2022,CHL,0.414,89.1,4.8,,
2023,CHL,0.441,89.1,4.87,,
2024,CHL,0.891,89.1,4.94,,
2025,CHL,0.504,89.1,5.01,,
1990,CHL,0.472,89.1,2.95,,
1991,CHL,0.365,89.1,3.41,,
1992,CHL,0.325,89.1,3.38,,
1993,CHL,0.562,89.1,3.35,,
1994,CHL,0.447,89.1,3.51,,
1995,CHL,0.552,89.1,3.55,,
1996,CHL,0.604,89.1,3.33,,
1997,CHL,0.595,89.1,4.02,,
1998,CHL,0.446,89.1,3.53,,
1999,CHL,0.952,89.1,3.81,,
2000,CHL,0.645,89.1,4.3,,
2001,CHL,0.521,89.1,4.27,,
2002,CHL,0.309,89.1,4.32,,
2003,CHL,0.478,89.1,4.58,,
2004,CHL,0.42,89.1,4.58,,
2005,CHL,0.76,89.1,5.88,,
2006,CHL,0.667,89.1,6.05,,
2007,CHL,0.777,89.1,4.07,,
2008,CHL,0.933,89.1,4.41,,
2009,CHL,0.438,89.1,4.34,,
2010,CHL,0.458,89.1,5.62,,
2011,CHL,0.609,89.1,6.43,,
2012,CHL,0.359,89.1,4.95,,
2013,CHL,0.296,89.1,5.81,,
2014,CHL,0.671,89.1,5.33,,
2015,CHL,0.437,89.1,5.53,,
2016,CHL,0.47,89.1,5.69,,
2017,CHL,0.576,89.1,5.77,,
2018,CHL,0.293,89.1,5.85,,
2019,CHL,0.415,89.1,5.93,,
2020,CHL,0.545,89.1,6.02,,
2021,CHL,0.514,89.1,6.11,,
2022,CHL,0.724,89.1,6.2,,
2023,CHL,0.739,89.1,6.3,,
2024,CHL,0.746,89.1,6.39,,
2025,CHL,0.535,89.1,6.48,,
1990,CHN,0.446,89.1,3.85,,
1991,CHN,0.33,89.1,3.79,,
1992,CHN,0.386,89.1,3.92,,
1993,CHN,0.365,89.1,3.98,,
1994,CHN,0.505,89.1,4.07,,
1995,CHN,0.448,89.1,4.13,,
1996,CHN,0.437,89.1,4.25,,
1997,CHN,0.57,89.1,4.33,,
1998,CHN,0.706,89.1,4.36,,
1999,CHN,0.488,89.1,4.35,,
2000,CHN,0.823,89.1,4.3,,
2001,CHN,1.064,89.1,4.22,,
2002,CHN,0.322,89.1,4.24,,
2003,CHN,0.263,89.1,4.15,,
2004,CHN,0.895,89.1,4.32,,
2005,CHN,0.306,89.1,4.29,,
2006,CHN,0.686,89.1,4.3,,
2007,CHN,0.636,89.1,4.41,,
2008,CHN,0.651,89.1,4.5,,
2009,CHN,0.681,89.1,4.51,,
2010,CHN,0.636,89.1,4.49,,
2011,CHN,0.731,89.1,4.58,,
2012,CHN,0.377,89.1,4.64,,
2013,CHN,1.158,89.1,4.6,,
2014,CHN,0.518,89.1,4.67,,
2015,CHN,0.545,89.1,4.7,,
2016,CHN,1.092,89.1,4.66,,
2017,CHN,0.619,89.1,4.67,,
2018,CHN,0.388,89.1,4.69,,
2019,CHN,0.75,89.1,4.71,,
2020,CHN,0.32,89.1,4.72,,
2021,CHN,0.504,89.1,4.74,,
2022,CHN,0.489,89.1,4.77,,
2023,CHN,0.511,89.1,4.79,,
2024,CHN,1.39,89.1,4.8,,
2025,CHN,0.612,89.1,4.82,,
1990,CHN,0.506,89.1,3.19,,
1991,CHN,0.676,89.1,3.1,,
1992,CHN,0.793,89.1,3.33,,
1993,CHN,0.509,89.1,3.52,,
1994,CHN,0.842,89.1,3.43,,
1995,CHN,1.114,89.1,3.54,,
1996,CHN,0.561,89.1,3.73,,
1997,CHN,0.656,89.1,4.1,,
1998,CHN,0.816,89.1,3.69,,
1999,CHN,1.084,89.1,3.95,,
2000,CHN,0.264,89.1,3.74,,
2001,CHN,0.782,89.1,3.81,,
2002,CHN,0.734,89.1,3.78,,
2003,CHN,0.511,89.1,3.93,,
2004,CHN,0.588,89.1,4.25,,
2005,CHN,0.469,89.1,4.28,,
2006,CHN,0.467,89.1,4.59,,
2007,CHN,0.564,89.1,4.61,,
2008,CHN,0.376,89.1,4.76,,
2009,CHN,0.473,89.1,4.74,,
2010,CHN,0.291,89.1,4.75,,
2011,CHN,0.456,89.1,4.84,,
2012,CHN,0.396,89.1,4.98,,
2013,CHN,0.453,89.1,5.06,,
2014,CHN,0.245,89.1,5.24,,
2015,CHN,0.246,89.1,5.37,,
2016,CHN,0.428,89.1,5.34,,
2017,CHN,0.614,89.1,5.39,,
2018,CHN,0.397,89.1,5.42,,
2019,CHN,0.305,89.1,5.45,,
2020,CHN,0.232,89.1,5.48,,
2021,CHN,0.741,89.1,5.51,,
2022,CHN,0.418,89.1,5.55,,
2023,CHN,0.289,89.1,5.58,,
2024,CHN,0.221,89.1,5.62,,
2025,CHN,0.431,89.1,5.65,,
1990,COL,0.746,89.1,2.75,,
1991,COL,0.313,89.1,2.43,,
1992,COL,0.927,89.1,2.34,,
1993,COL,0.554,89.1,2.5,,
1994,COL,0.423,89.1,2.73,,
1995,COL,0.36,89.1,2.53,,
1996,COL,0.308,89.1,3.28,,
1997,COL,0.158,89.1,3.16,,
1998,COL,0.543,89.1,3.2,,
1999,COL,0.504,89.1,3.26,,
2000,COL,0.445,89.1,3.27,,
2001,COL,0.183,89.1,3.37,,
2002,COL,0.415,89.1,3.71,,
2003,COL,0.729,89.1,3.14,,
2004,COL,0.492,89.1,3.16,,
2005,COL,0.832,89.1,3.29,,
2006,COL,0.339,89.1,3.11,,
2007,COL,0.48,89.1,3.33,,
2008,COL,0.279,89.1,3.32,,
2009,COL,0.515,89.1,3.19,,
2010,COL,0.464,89.1,2.8,,
2011,COL,0.512,89.1,2.69,,
2012,COL,0.625,89.1,2.68,,
2013,COL,0.496,89.1,2.67,,
2014,COL,0.422,89.1,2.85,,
2015,COL,0.513,89.1,2.66,,
2016,COL,0.426,89.1,2.69,,
2017,COL,0.557,89.1,2.73,,
2018,COL,0.505,89.1,2.76,,
2019,COL,0.343,89.1,2.8,,
2020,COL,0.203,89.1,2.83,,
2021,COL,0.665,89.1,2.86,,
2022,COL,0.479,89.1,2.9,,
2023,COL,0.255,89.1,2.93,,
2024,COL,0.511,89.1,2.97,,
2025,COL,0.618,89.1,3,,
1990,COL,0.497,89.1,1.84,,
1991,COL,0.377,89.1,2,,
1992,COL,0.237,89.1,1.74,,
1993,COL,0.618,89.1,1.88,,
1994,COL,0.22,89.1,2.06,,
1995,COL,0.362,89.1,2.11,,
1996,COL,0.422,89.1,2.17,,
1997,COL,0.753,89.1,2.08,,
1998,COL,0.871,89.1,2.05,,
1999,COL,0.719,89.1,2.35,,
2000,COL,0.72,89.1,1.85,,
2001,COL,0.633,89.1,2.13,,
2002,COL,0.823,89.1,1.52,,
2003,COL,0.875,89.1,1.72,,
2004,COL,0.655,89.1,1.87,,
2005,COL,0.241,89.1,2.63,,
2006,COL,0.43,89.1,2.33,,
2007,COL,0.483,89.1,2.31,,
2008,COL,1.136,89.1,1.75,,
2009,COL,0.37,89.1,0.96,,
2010,COL,0.38,89.1,0.69,,
2011,COL,0.246,89.1,0.67,,
2012,COL,0.29,89.1,0.37,,
2013,COL,0.733,89.1,0.4,,
2014,COL,0.377,89.1,0.8,,
2015,COL,0.583,89.1,0.8,,
2016,COL,0.615,89.1,0.81,,
2017,COL,0.588,89.1,0.82,,
2018,COL,0.302,89.1,0.82,,
2019,COL,0.932,89.1,0.83,,
2020,COL,0.303,89.1,0.84,,
2021,COL,0.389,89.1,0.85,,
2022,COL,0.184,89.1,0.86,,
2023,COL,0.503,89.1,0.86,,
2024,COL,0.391,89.1,0.87,,
2025,COL,0.318,89.1,0.88,,
1990,EGY,0.502,89.1,5.02,,
1991,EGY,0.357,89.1,5.15,,
1992,EGY,0.413,89.1,4.89,,
1993,EGY,0.35,89.1,4.94,,
1994,EGY,0.445,89.1,5.46,,
1995,EGY,0.617,89.1,5.62,,
1996,EGY,0.297,89.1,5.72,,
1997,EGY,0.187,89.1,5.81,,
1998,EGY,0.483,89.1,5.96,,
1999,EGY,0.261,89.1,6.13,,
2000,EGY,0.245,89.1,6.28,,
2001,EGY,0.588,89.1,6.4,,
2002,EGY,0.282,89.1,6.37,,
2003,EGY,0.298,89.1,6.72,,
2004,EGY,0.282,89.1,6.79,,
2005,EGY,0.381,89.1,6.89,,
2006,EGY,0.393,89.1,6.95,,
2007,EGY,0.282,89.1,6.74,,
2008,EGY,0.167,89.1,6.71,,
2009,EGY,0.304,89.1,6.62,,
2010,EGY,0.49,89.1,6.5,,
2011,EGY,0.394,89.1,6.6,,
2012,EGY,0.25,89.1,6.59,,
2013,EGY,0.424,89.1,6.63,,
2014,EGY,0.361,89.1,6.67,,
2015,EGY,0.209,89.1,6.62,,
2016,EGY,0.229,89.1,6.76,,
2017,EGY,0.457,89.1,6.9,,
2018,EGY,0.476,89.1,7,,
2019,EGY,0.471,89.1,7.11,,
2020,EGY,0.314,89.1,7.21,,
2021,EGY,0.37,89.1,7.32,,
2022,EGY,0.395,89.1,7.43,,
2023,EGY,0.193,89.1,7.55,,
2024,EGY,0.367,89.1,7.66,,
2025,EGY,0.816,89.1,7.78,,
1990,EGY,0.545,89.1,5.2,,
1991,EGY,0.279,89.1,4.82,,
1992,EGY,0.627,89.1,5.25,,
1993,EGY,0.421,89.1,5.3,,
1994,EGY,0.542,89.1,5,,
1995,EGY,0.614,89.1,5.42,,
1996,EGY,0.553,89.1,5.64,,
1997,EGY,0.463,89.1,5.6,,
1998,EGY,0.653,89.1,5.99,,
1999,EGY,0.621,89.1,6.35,,
2000,EGY,0.479,89.1,6.34,,
2001,EGY,0.393,89.1,6.36,,
2002,EGY,0.293,89.1,6.43,,
2003,EGY,0.547,89.1,6.5,,
2004,EGY,0.862,89.1,6.56,,
2005,EGY,0.821,89.1,6.49,,
2006,EGY,0.248,89.1,6.43,,
2007,EGY,0.322,89.1,6.47,,
2008,EGY,0.223,89.1,6.5,,
2009,EGY,0.267,89.1,6.45,,
2010,EGY,0.583,89.1,5.69,,
2011,EGY,0.629,89.1,6.53,,
2012,EGY,0.497,89.1,6.62,,
2013,EGY,0.448,89.1,6.16,,
2014,EGY,0.653,89.1,6.16,,
2015,EGY,0.57,89.1,6.45,,
2016,EGY,0.205,89.1,6.54,,
2017,EGY,0.561,89.1,6.64,,
2018,EGY,0.311,89.1,6.73,,
2019,EGY,0.255,89.1,6.82,,
2020,EGY,0.591,89.1,6.91,,
2021,EGY,0.216,89.1,7,,
2022,EGY,0.355,89.1,7.1,,
2023,EGY,0.135,89.1,7.2,,
2024,EGY,0.533,89.1,7.3,,
2025,EGY,0.333,89.1,7.4,,
1990,ETH,0.501,89.1,0,,
1991,ETH,0.51,89.1,0,,
1992,ETH,0.357,89.1,0,,
1993,ETH,0.322,89.1,0,,
1994,ETH,0.22,89.1,0,,
1995,ETH,0.451,89.1,0,,
1996,ETH,0.332,89.1,0,,
1997,ETH,0.323,89.1,0,,
1998,ETH,0.634,89.1,0,,
1999,ETH,0.294,89.1,1.18,,
2000,ETH,0.197,89.1,1.18,,
2001,ETH,0.298,89.1,1.19,,
2002,ETH,0.507,89.1,1.21,,
2003,ETH,0.615,89.1,1.21,,
2004,ETH,0.414,89.1,1.2,,
2005,ETH,0.497,89.1,1.2,,
2006,ETH,0.715,89.1,1.17,,
2007,ETH,0.234,89.1,1.9,,
2008,ETH,0.493,89.1,1.32,,
2009,ETH,0.377,89.1,1.4,,
2010,ETH,0.366,89.1,1.97,,
2011,ETH,0.252,89.1,1.88,,
2012,ETH,0.322,89.1,1.88,,
2013,ETH,0.385,89.1,1.78,,
2014,ETH,0.288,89.1,1.83,,
2015,ETH,0.716,89.1,1.73,,
2016,ETH,0.583,89.1,1.78,,
2017,ETH,0.304,89.1,1.82,,
2018,ETH,0.349,89.1,1.87,,
2019,ETH,0.474,89.1,1.91,,
2020,ETH,0.511,89.1,1.96,,
2021,ETH,0.334,89.1,2.01,,
2022,ETH,0.306,89.1,2.06,,
2023,ETH,0.449,89.1,2.11,,
2024,ETH,0.358,89.1,2.16,,
2025,ETH,0.173,89.1,2.22,,
1990,ETH,0.205,89.1,0,,
1991,ETH,0.384,89.1,0,,
1992,ETH,0.492,89.1,0,,
1993,ETH,0.263,89.1,0.97,,
1994,ETH,0.284,89.1,1.13,,
1995,ETH,0.45,89.1,1.37,,
1996,ETH,0.434,89.1,1.4,,
1997,ETH,0.508,89.1,1.29,,
1998,ETH,0.5,89.1,1.37,,
1999,ETH,0.539,89.1,1.12,,
2000,ETH,0.681,89.1,1.16,,
2001,ETH,0.506,89.1,1.33,,
2002,ETH,0.592,89.1,1.44,,
2003,ETH,0.42,89.1,1.39,,
2004,ETH,0.45,89.1,1.47,,
2005,ETH,0.777,89.1,1.56,,
2006,ETH,0.463,89.1,1.52,,
2007,ETH,0.275,89.1,1.67,,
2008,ETH,0.37,89.1,1.62,,
2009,ETH,0.535,89.1,1.83,,
2010,ETH,0.595,89.1,1.84,,
2011,ETH,0.487,89.1,2.03,,
2012,ETH,0.473,89.1,2.11,,
2013,ETH,0.416,89.1,2.51,,
2014,ETH,0.272,89.1,2.61,,
2015,ETH,0.507,89.1,2.22,,
2016,ETH,0.535,89.1,2.47,,
2017,ETH,0.598,89.1,2.5,,
2018,ETH,0.49,89.1,2.53,,
2019,ETH,0.356,89.1,2.57,,
2020,ETH,0.425,89.1,2.6,,
2021,ETH,0.283,89.1,2.64,,
2022,ETH,0.562,89.1,2.69,,
2023,ETH,0.508,89.1,2.73,,
2024,ETH,0.359,89.1,2.77,,
2025,ETH,0.472,89.1,2.81,,
1990,GHA,0.315,89.1,1.07,,
1991,GHA,0.44,89.1,0.97,,
1992,GHA,0.574,89.1,1.01,,
1993,GHA,0.322,89.1,1.24,,
1994,GHA,0.343,89.1,1.22,,
1995,GHA,0.296,89.1,1.35,,
1996,GHA,0.267,89.1,1.26,,
1997,GHA,0.412,89.1,1.02,,
1998,GHA,0.169,89.1,0.91,,
1999,GHA,0.233,89.1,1.22,,
2000,GHA,0.514,89.1,1.3,,
2001,GHA,0.138,89.1,1.2,,
2002,GHA,0.377,89.1,1.37,,
2003,GHA,0.378,89.1,1.22,,
2004,GHA,0.378,89.1,1.22,,
2005,GHA,0.315,89.1,1.43,,
2006,GHA,0.249,89.1,1.2,,
2007,GHA,0.273,89.1,1.22,,
2008,GHA,0.267,89.1,1.36,,
2009,GHA,0.43,89.1,1.45,,
2010,GHA,0.379,89.1,1.63,,
2011,GHA,0.248,89.1,1.41,,
2012,GHA,0.259,89.1,1.52,,
2013,GHA,0.111,89.1,1.58,,
2014,GHA,0.585,89.1,1.61,,
2015,GHA,0.174,89.1,1.57,,
2016,GHA,0.248,89.1,1.64,,
2017,GHA,0.382,89.1,1.66,,
2018,GHA,0.431,89.1,1.68,,
2019,GHA,0.37,89.1,1.71,,
2020,GHA,0.358,89.1,1.73,,
2021,GHA,0.205,89.1,1.76,,
2022,GHA,0.525,89.1,1.78,,
2023,GHA,0.425,89.1,1.81,,
2024,GHA,0.349,89.1,1.84,,
2025,GHA,0.292,89.1,1.86,,
1990,GHA,0.41,89.1,0,,
1991,GHA,0.262,89.1,0,,
1992,GHA,0.284,89.1,0,,
1993,GHA,0.256,89.1,0,,
1994,GHA,0.401,89.1,0,,
1995,GHA,0.281,89.1,0,,
1996,GHA,0.213,89.1,0,,
1997,GHA,0.362,89.1,0,,
1998,GHA,0.27,89.1,0,,
1999,GHA,0.336,89.1,0,,
2000,GHA,0.268,89.1,0,,
2001,GHA,0.311,89.1,0,,
2002,GHA,0.178,89.1,0,,
2003,GHA,0.178,89.1,0,,
2004,GHA,0.33,89.1,0,,
2005,GHA,0.405,89.1,0,,
2006,GHA,0.264,89.1,0,,
2007,GHA,0.208,89.1,0,,
2008,GHA,0.087,89.1,0,,
2009,GHA,0.251,89.1,0,,
2010,GHA,0.511,89.1,0,,
2011,GHA,0.298,89.1,0,,
2012,GHA,0.243,89.1,0,,
2013,GHA,0.242,89.1,0,,
2014,GHA,0.415,89.1,0,,
2015,GHA,0.307,89.1,0,,
2016,GHA,0.307,89.1,0,,
2017,GHA,0.208,89.1,0,,
2018,GHA,0.374,89.1,0,,
2019,GHA,0.328,89.1,0,,
2020,GHA,0.175,89.1,0,,
2021,GHA,0.323,89.1,0,,
2022,GHA,0.453,89.1,0,,
2023,GHA,0.285,89.1,0,,
2024,GHA,0.275,89.1,0,,
2025,GHA,0.357,89.1,0,,
1990,IND,0.395,89.1,1.74,,
1991,IND,0.269,89.1,1.75,,
1992,IND,0.257,89.1,1.74,,
1993,IND,0.18,89.1,1.89,,
1994,IND,0.319,89.1,1.91,,
1995,IND,0.302,89.1,1.8,,
1996,IND,0.206,89.1,1.88,,
1997,IND,0.217,89.1,1.9,,
1998,IND,0.247,89.1,1.92,,
1999,IND,0.324,89.1,1.99,,
2000,IND,0.328,89.1,1.9,,
2001,IND,0.424,89.1,2.08,,
2002,IND,0.178,89.1,1.74,,
2003,IND,0.321,89.1,2.08,,
2004,IND,0.211,89.1,1.98,,
2005,IND,0.291,89.1,2.1,,
2006,IND,0.284,89.1,2.13,,
2007,IND,0.245,89.1,2.2,,
2008,IND,0.169,89.1,2.18,,
2009,IND,0.456,89.1,2.13,,
2010,IND,0.186,89.1,2.24,,
2011,IND,0.407,89.1,2.39,,
2012,IND,0.273,89.1,2.46,,
2013,IND,0.321,89.1,2.42,,
2014,IND,0.18,89.1,2.4,,
2015,IND,0.271,89.1,2.39,,
2016,IND,0.201,89.1,2.6,,
2017,IND,0.282,89.1,2.63,,
2018,IND,0.262,89.1,2.67,,
2019,IND,0.311,89.1,2.7,,
2020,IND,0.321,89.1,2.73,,
2021,IND,0.239,89.1,2.77,,
2022,IND,0.319,89.1,2.8,,
2023,IND,0.253,89.1,2.83,,
2024,IND,0.258,89.1,2.87,,
2025,IND,0.239,89.1,2.9,,
1990,IND,0.405,89.1,2.12,,
1991,IND,0.217,89.1,2.28,,
1992,IND,0.394,89.1,2.39,,
1993,IND,0.232,89.1,2.33,,
1994,IND,0.465,89.1,2.38,,
1995,IND,0.237,89.1,2.56,,
1996,IND,0.298,89.1,2.48,,
1997,IND,0.189,89.1,2.68,,
1998,IND,0.345,89.1,2.49,,
1999,IND,0.374,89.1,2.59,,
2000,IND,0.422,89.1,2.78,,
2001,IND,0.249,89.1,2.71,,
2002,IND,0.249,89.1,2.76,,
2003,IND,0.336,89.1,2.61,,
2004,IND,0.492,89.1,2.71,,
2005,IND,0.256,89.1,2.6,,
2006,IND,0.434,89.1,2.62,,
2007,IND,0.508,89.1,2.71,,
2008,IND,0.368,89.1,2.8,,
2009,IND,0.307,89.1,2.91,,
2010,IND,0.261,89.1,2.84,,
2011,IND,0.313,89.1,2.99,,
2012,IND,0.22,89.1,3.18,,
2013,IND,0.23,89.1,3.12,,
2014,IND,0.356,89.1,3.15,,
2015,IND,0.391,89.1,2.85,,
2016,IND,0.317,89.1,2.99,,
2017,IND,0.286,89.1,3.05,,
2018,IND,0.445,89.1,3.1,,
2019,IND,0.238,89.1,3.15,,
2020,IND,0.253,89.1,3.19,,
2021,IND,0.171,89.1,3.24,,
2022,IND,0.335,89.1,3.28,,
2023,IND,0.233,89.1,3.33,,
2024,IND,0.236,89.1,3.38,,
2025,IND,0.228,89.1,3.42,,
1990,IDN,0.424,89.1,2.93,,
1991,IDN,0.251,89.1,2.79,,
1992,IDN,0.258,89.1,2.95,,
1993,IDN,0.414,89.1,2.98,,
1994,IDN,0.618,89.1,2.87,,
1995,IDN,0.361,89.1,2.87,,
1996,IDN,0.389,89.1,2.87,,
1997,IDN,0.231,89.1,2.79,,
1998,IDN,0.274,89.1,2.65,,
1999,IDN,0.385,89.1,2.68,,
2000,IDN,0.474,89.1,2.77,,
2001,IDN,0.477,89.1,2.76,,
2002,IDN,0.388,89.1,2.82,,
2003,IDN,0.381,89.1,2.86,,
2004,IDN,0.354,89.1,2.87,,
2005,IDN,0.272,89.1,2.89,,
2006,IDN,0.286,89.1,2.92,,
2007,IDN,0.373,89.1,2.97,,
2008,IDN,0.397,89.1,3.09,,
